"Code Reference"," English"," Arabic"
"إذا لم ينجح هذا، برجاء التواصل مع دعم العملاء على tr-support+purchasing@lum.ba وسوف يساعدك قسم الدعم لدينا بأسرع ما يمكن."," While most of transactions go smoothly, sometimes an answer from the payment provider or our server might be slower than usual or might result in errors. Please wait some time and see if they will arrive. If this doesn't help, quit and restart the game. Your pearl should be credited to you.",""
"","",""
"If this doesn't help, please contact our customer support at tr-support+purchasing@lum.ba and our support will help you as soon as possible.","",""
"Help_Info_1 "," بمجرد تواجد القوات في ميدان المعركة، تكون مستقلة ولا يمكن التحكم فيها بمجرد انتشارها. يتم تمييز الهدف الأول لكل وحدة في لحظة الانتشار وذلك بالشعيرات المتصالبة. ستقوم الوحدات المختلفة بالهجوم وفقًا لقدراتها والأهداف المفضلة لديها. تحقق من المعلومات الخاصة بكل وحدة في شاشة تدريب القوات الخاصة بساحات التدريب، وتحقق من المعلومات الخاصة بالأبراج الدفاعية المختلفة وكذلك لمعرفة الوحدات التي تستهدفها."," Once placed on the battlefield, your troops are autonomous and cannot be controlled once they are deployed. At the moment of deployment, each unit's first target is highlighted with crosshairs. Difference units will attack according to their abilities and their preferred targets. Check each unit's info in the Training Grounds' Train Troops screen. and check difference defensive turrets' info as well to learn which units they target."
"About_info "," المنتج التنفيذي",""
"عبدالله الزبن","",""
"","",""
"رسم","",""
"دوج كروفورد","",""
"تدو بم انك","",""
"","",""
"رسم الشخصيات","",""
"ديفيد ولف","",""
"","",""
"الموسيقى والصوت","",""
"سامي مطر","",""
"","",""
"قصة وحوار","",""
"نزار وتد","",""
"محمد القرعاوي","",""
"","",""
"البرمجة","",""
"ألي لابز","",""
"هيونج شوي","",""
"","",""
"فزعة","",""
"شركه لمبة 2014"," Product Manager & Executive Producer",""
"Abdullah Alzabin","",""
"","",""
"Art","",""
"Doug Crawford","",""
"Todo Bem Inc.","",""
"","",""
"Character Illustration","",""
"David Wolf","",""
"","",""
"Screenplay","",""
"Nizar Wattad","",""
"Mohammed Al-Garawi","",""
"","",""
"Music & Sound","",""
"Sami Matar","",""
"","",""
"Engineering","",""
"Alley Labs","",""
"Hyung Choi","",""
"Ivo van der Marel","",""
"Jeremy Manser","",""
"Vu Trung Hieu","",""
"Bui Phi Quan","",""
"Doan Hoang Anh","",""
"Nguyen Huy Hoang","",""
"Phan Duc Trieu","",""
"Nguyen Thanh Van","",""
"Nguyen Phuong Thuy","",""
"Tran Nhu Trang","",""
"","",""
"Art & Design","",""
"Juha Halonen","",""
"Nguyen Duc Nhat","",""
"Le Xuan Nghia","",""
"Do Viet Cuong","",""
"Pham Duy Phuc","",""
"","",""
"QA","",""
"Bui Kim Chi","",""
"Nguyen Minh Binh","",""
"Nguyen Quang Hung","",""
"Le Thuy Hang","",""
"Hoang Duy","",""
"Le Canh Thi","",""
"Cao Khanh Nghia","",""
"Vu Duc Toan","",""
"Pham Thanh Duc","",""
"Le Tuan Long","",""
"Vu Hoang Hieu","",""
"Nguyen Bang Hoang","",""
"","",""
"","",""
"Tribal Rivals","",""
"Lumba, Inc. 2014","",""
"Http_Updates "," www.lum.ba"," www.lum.ba"
"Http_Contact "," http://forum.lum.ba/forumdisplay.php/15-%D9%81%D8%B2%D8%B9%D8%A9"," http://forum.lum.ba/forumdisplay.php/15-%D9%81%D8%B2%D8%B9%D8%A9"
"Email_Address_PurchasingIssue "," tr-support+purchasing@lumba.zendesk.com"," tr-support+purchasing@lumba.zendesk.com"
"Email_Address_ConnectionIssue "," tr-support+connection@lumba.zendesk.com"," tr-support+connection@lumba.zendesk.com"
"Email_Address_OtherProblem "," tr-support+other@lumba.zendesk.com"," tr-support+other@lumba.zendesk.com"
"Email_Address_Feedback "," tr-support+feedback@lumba.zendesk.com"," tr-support+feedback@lumba.zendesk.com"
"Email_Subject_PurchasingIssue "," فزعة - الإبلاغ عن مشكلة شراء"," Tribal Rivals - Purchasing Issue"
"Email_Subject_ConnectionIssue "," فزعة - الإبلاغ عن مشكلة اتصال"," Tribal Rivals - Connection Issue"
"Email_Subject_OtherProblem "," فزعة - الإبلاغ عن مشكلة أخرى"," Tribal Rivals - Other Issue"
"Email_Subject_Feedback "," فزعة - ملاحظات"," Tribal Rivals - Feedback"
"Email_Body_PurchasingIssue "," "," "
"Email_Body_ConnectionIssue "," "," "
"Email_Body_OtherProblem "," "," "
"Email_Body_Feedback "," "," "
"PopupDefenseNotice_Title "," أيها الشيخ، هوجمت قريتنا!"," Sheikh, our village was attacked!"
"PopupDefenseNotice_EnemyRaid "," غارة العدو"," Enemy raid"
"PopupDefenseNotice_Notice "," أيها الشيخ، هوجمت قريتنا أثناء غيابك!"," Sheikh, the village was attacked while you were gone!"
"PopupDefenseNotice_Score "," النتيجة:"," Score:"
"FightScreen_Replay_TotalDamage "," إجمالي الأضرار"," Total Damage"
"FightScreen_Replay_LootGained "," الغنائم المكتسبة"," Loot Gained"
"FightScreen_Replay_AvailableLoot "," الغنائم المتوفرة"," Available Loot"
"Text_LoadingGame "," تحميل اللعبة ..."," Loading game …"
"Text_UnderAttack "," أنت تتعرض للهجوم. الرجاء العودة بعد ~time~"," You are under attack. Please come back after ~time~"
"PopupMail_RequestDeclined "," تم رفض طلب قبيلتك!"," Your tribe request is declined!"
"PopupMail_KickOut "," تم طردك من القبيلة: ~clanName~"," You are kicked out of tribe: ~clanName~"
"PopupMail_HaveTournamentReward "," لقد فزت بجائزة بطولة القبيلة!"," You have received a Tribe Tournament reward!"
"PopupMail_GotTournamentReward "," حصلت على جائزة بطولة القبائل!"," You got tribe tournament reward!"
"TextOutOfSync "," غير متزامن"," Out of Sync"
"TextReload "," إعادة التحميل"," Reload"
"TextYes "," نعم"," Yes"
"BtnSave "," حفظ"," Save"
"TextUnitLeft "," ~number~ المتبقي"," ~number~ left"
"TextHello "," الله بالخير!"," Hello"
"TextIsAnyBodyThere "," وينك يا أخوي؟"," Is anybody there?"
"BtnReload "," إعادة التحميل"," Reload"
"The following keys have been recently added "," "," "
"FirstStart_EmptyUsername "," اسم مستخدم غير صالح أو سبق تسجيله!"," Please enter a username!"
"NotEnough_Title_RequestNow "," إطلب الآن!"," Request now!"
"NotEnough_Label_RequestNow "," هل تريد أن تنتظر أو أن تطلب القوات الآن؟"," Do you want to keep waiting or request troops now?"
"Settings_BtnSoundOn "," الصوت يشتغل"," Sound on"
"Settings_BtnSoundOff "," الصوت مكتوم"," Sound off"
"Settings_BtnMusicOn "," الموسيقى تشتغل"," Music on"
"Settings_BtnMusicOff "," الموسيقى مكتومة"," Music off"
"Settings_BtnLinkDevice "," إربط الجهاز"," Account"
"Tutorial_hold "," إستمر بالضغط"," Hold Down"
"Tutorial_swipe "," "," "
"PopupCreateSpell_ReadySpellLable "," الأعشاب جاهزة بعد:"," Herbs Ready:"
"Tipbox_BtnMute "," إكتم"," Mute"
"PopupInbox_NoNewAttackLogContent "," سوف تتلقى الإخطارات هنا بعد هجومك على قرية اخرة."," You'll receive notifications here when you attack other villages."
"PopupInbox_NoNewAttackLogTitle "," لا توجد سجلات حاليًا"," No New Attack Logs"
"PopupInbox_NoNewDefenseLogContent "," سوف تتلقى الإخطارات والرسائل هنا."," You'll receive notifications and messages here."
"PopupInbox_NoNewDefenseLogTitle "," لا توجد سجلات حاليًا"," No New Defense Logs"
"BtnRequestNow "," إطلب الآن"," Request now"
"BtnTribeFull "," القبيلة ممتلئة"," Tribe Full"
"FlyText_ActiveShield1 "," تم تنشيط درع الخصم لمدة 12 ساعة"," Opponent's armor activated for 12 hours"
"FlyText_ActiveShield2 "," تم تنشيط درع الخصم لمدة 16 ساعة"," Opponent's armor activated for 16 hours"
"FlyText_InvalidClanName "," اسم غير صالح. من فضلك جرب اسم آخراً!"," Invalid name. Please try another one!"
"FlyText_PlayerMuted "," تم كتم صوت اللاعب!"," Player Muted!"
"DefaultText_RequestJoin "," أود الانضمام إلى قبيلتك"," I'd like to join your tribe"
"DefaultText_SendMail "," إنتباه يا رفقاء القبيلة:"," Attention tribe mates:"
"DefaultText_KickOut "," عذراً، فقد قررنا طردك من القبيلة."," Sorry, we decided to kick you out of the tribe."
"TextNo "," لا"," No"
"PopupClan_ClanContent_SelectSymbol "," إختر رمز القبيلة"," Select tribe symbol"
"Campaign_FindLabel "," إبحث"," Find"
"Campaign_MatchLabel "," عن منافس"," Match"
"Comic1_00 "," كان ياما كان، في صحراء الجزيرة العربية الشاسعة، كان فيه طفل صغير يدعى فارس ..."," Once upon a time, in the vast Arabian desert, there was a young child named Faris..."
"Comic1_01_01 "," هجوووووووووووووووووم!"," Hya! Yaah! Attack!"
"Comic1_01_02a "," هيا! إلى الأماااااااااااااااااااااااام!!!"," Hya! Forward!"
"Comic1_01_02b "," كان فارس الطفل الوحيد لزعيم قبيلة صغيرة وسعيدة، ما كانت من أغنى ولا أكبر القبائل، لكن حياتهم كانت هادئة وكانت كل القبائل الأخرى تحترمهم."," Faris was the only child of the leader of a small but happy tribe. They didn't have much, but life was peaceful and they were respected by the other Bedouin families."
"Comic1_01_03a "," وكان معلم فارس (أبو صقر) محارب شجاع وحكيم، لكنه تعرض لإصابات خطيرة في شبابه. أبو صقر شاف شي مميز في فارس من سن مبكر، وأخذ على نفسه عهد إنه يعلمه علوم المرجلة..."," Faris's teacher Abu Saqer was a wise and tough fighter who suffered grave injuries in battle. He saw something special in Faris from a young age, and made it his life's mission to teach him the ways of the Bedouin..."
"Comic1_01_03b "," بيوم من الأيام، أبصير فارس شجاع مثل أبوي."," Someday I'll be a great warrior, just like my father."
"Comic1_01_03c "," اسمع يا فارس، أبوك ماصار زعيم هذه القبيلة بقوته وشجاعته، أبوك زعيمنا بعقله وحكمته..."," Your father is head of this tribe not just because he's a great warrior, but because he's a wise leader..."
"Comic1_02a "," شف هالناس هذي يا فارس. تراهم لا هم فرسان ولا محاربين وأنا عمك."," Those people down there aren't warriors, young Faris."
"Comic1_02b "," هذولا ناس عاديين...كل همّهم بعارينهم وحلالهم وأهلهم."," They're just people...trying to keep their camels fed and do right by their families."
"Comic1_03_01 "," واللي يخليهم يحترمون أبوك إنه هو اللي يحميهم ويحمي القبيلة بعد ربك سبحانه."," They respect your father because he makes that possible."
"Comic1_03_02 "," ولأنه فارس شجاع."," And because he's a great warrior."
"Comic1_03_03 "," وش بلاك أنت يا وليدي؟ إيه أبوك فارس شجاع ما قلنا شي."," Haha! Well, there may be some truth to that..."
"Comic1_04_01a "," لكنه كان مجتهد بدراسته. يالله قم قدامي على خيمتك ذاكر دروسك لا أوريك الشغل.."," Then again, your father used to pay attention during his lessons. Come on, back to work..."
"Comic1_04_01b "," لحظة..."," ...wait."
"Comic1_04_02a "," عم أبو صقر...من ذولا اللي جايين؟"," Abu Saqer? What...who is that?"
"Comic1_04_02b "," يا رب سترك!"," Dear God no..."
"Comic1_04_03a "," لالالا!"," No!"
"Comic1_04_03b "," لحظة عم وشو، من ذولا؟"," I don't understand, who are they?"
"Comic1_04_04a "," امش لازم نهج."," We have to run."
"Comic1_04_04b "," نهج!؟ الفارس ما يهج!"," Run? A warrior doesn't run-"
"Comic1_04_05 "," أقول اسكت واسمع الكلام! ما عندنا حل ثاني!"," Enough of that, there's no choice!"
"Comic1_05_01 "," طيب وأهلي!؟!؟"," But my family?"
"Comic1_05_02 "," فات الفوت يا وليدي..."," It's too late, child..."
"Comic1_06 "," شر الجيش الأسود طالنا."," ...the BLACK ARMY has found us."
"Comic1_07_01 "," لااااا!!! أبوي! أمّي!"," NO! Father! Mother!"
"Comic1_07_02 "," لازم نرحل يا فارس. آسف وأنا عمك..."," We must go. I'm sorry..."
"Comic1_07_03 "," مستحيل ننقذهم..."," ...there's nothing we can do for them."
"Comic1_08a "," يرجع أصل الجيش الأسود من مدينة في الشمال، على ضفة البحر الأسود..."," The Black Army hails from a grand city far to the north, on the shores of the Black Sea."
"Comic1_08b "," يدورون في الأراضي يسرقون وينهبون خلق الله، وياخذون الي يبونه باسم إمبراطوريتهم..."," They roam these lands, taking what they want in the name of their Empire..."
"Comic1_09 "," وقائدهم يسمونه الجزّار، ما عنده أيّ رحمة، وقلبه أسود مثل الفحم..."," Their leader is known as THE BUTCHER, a ruthless general with a heart black as coal..."
"Comic1_10a "," ... ومستعد يدمر كل شي يوقف بطريقه..."," ...who destroys anything that gets in his way."
"Comic1_10b "," يالله يا وليدي، لازم نهرب قبل ما يوصلون لنا..."," Come child, let's escape while we still can..."
"Comic1_11 "," ...ما راح تتحمل الي بصير بعد شوي."," ...you don't want to see what happens next."
"Comic4a "," عشر سنين مرت مثل حبيبات الرمال..."," Ten years slipped past like grains of sand..."
"Comic4b "," وراح ذاك الطفل الصغير المرتعد، اللي شاف قبيلته تحترق على يد الجزار."," Gone was the frightened young child, forced to witness his village burn at the hands of a general called The Butcher."
"Comic4c "," بفضل حكمة معلمه أبو صقر تعلم فارس كل ما اللي يقدر عليه عن تدريب وقيادة الجيوش، وعن القبائل المختلفة في المنطقة، وعن الإمبراطورية القوية...موطن الجزار وجيشه الأسود..."," Under the wisdom of Abu Saqer, Faris learned all he could about training and commanding an army, the different tribes in the region, and the powerful Empire to the north - home of the Butcher and his Black Army..."
"Comic4_12 "," كبر فارس وصار شاب شجاع وفخور، يشوفونه أهل القرية على أنه قائد عظيم"," Faris grew into a brash and proud young man, already considered a great leader by the people of The VILLAGE."
"Comic4_13 "," قاد كثير من الغارات ضد القبائل الأخرى، وصد الكثير من الغارات. وصارت قريته أقوى يوم بعد يوم..."," He had led many raids against other tribes, and defended against many more. The village grew stronger each day..."
"Comic4_14 "," ...إلا أن فارس ظل غير راضي. وما كان يفكر إلا بالانتقام لعائلته."," ...but Faris remained unsatisfied. Thoughts bent on revenge for the loss of his family."
"Comic4_15_01 "," يا شيخنا!"," Sir!"
"Comic4_15_02 "," آسف لإزعاجك طال عمرك. وصل ضيفك الكولونيل جورج."," Sorry to interrupt, sir. Your guest, the COLONIAL COLONEL, has arrived."
"Comic4_15_03 "," أيها السادة، إن لمن دواعي سروري مقابلتكم. لقد جئت هنا من أراض بعيدة، وكنت أتطلع لهذا اللقاء."," Gentlemen, a pleasure. I've travel here from distant lands, and have been looking forward to this meeting."
"Comic4_16_01 "," حياك، لكن ترانا سمعنا إشاعات مقلقة..."," We welcome you - but there have been troubling rumors..."
"Comic4_16_02 "," بخصوص جنود أجنبية مثل جنودك، بنوا الحصون على طول الساحل..."," About Colonial soldiers like yours, from distant lands, setting up forts all along the coast..."
"Comic4_16_03 "," و سمعت أنّك جبت معك أسلحة و دفاعات جديدة و قوية..."," And from what I hear, you've brought powerful new weapons and defenses..."
"Comic4_17_01 "," ... والظاهر إن نيتك ما هي صافية."," ...almost as if you were up to no good..."
"Comic4_17_02 "," من المؤكد أنك تمازحني! أنا هنا لأحارب في صفك ضد الإمبراطور الظالم!"," Surely, you're joking. I'm here to help you fight the Empire that oppresses you!"
"Comic4_17_03 "," لا ترانا ما نمزح."," I ensure you, we are very serious."
"Comic4_18_01 "," أنا أعرف حجم الضرر التي تسببه أسلحتكم..."," I know firsthand the kind of damage your weapons can do..."
"Comic4_18_02 "," ... هي نفس الأسلحة التي أستخدمها الجيش الأسود لما هاجم أهلي."," ...they're the same weapons the Black Army used against my family."
"Comic4_19_01a "," وش تعرف عن الجزار؟ منين له هالأسلحة؟"," What do you know about The Butcher? How did he get those weapons?"
"Comic4_19_01b "," إن صلات الجزار بعيدة ومنتشرة. ولكن يمكنني مساعدتك على الانتقام منه."," The Butcher's reach is far and wide. But I can help you fight back."
"Comic4_19_01c "," يعني بتعطينا أسلحة؟"," You would give us weapons?"
"Comic4_19_01d "," مقابل ثمن بسيط. نحن نمدك بالأسلحة، وأنت تمدني بالبضائع والموارد...و إقناع القبائل الأخرى بالتعامل معنا."," For a small price. We supply weapons, you supply goods and resources...and convince other tribes to work with us."
"Comic4_19_01e "," إذا أثبت إنك محل الثقة، قد أشاركك بعض المعلومات القيّمة والمفيدة..."," If you prove trustworthy, I'll even share some information that you might find quite valuable..."
"Comic4_19_02 "," للجزار قاعدة سرية، في عمق الصحراء، حيث يطلق منها جميع هجماته. إنهم يقولون إن ما من أحد وجدها وعاد منها على قيد الحياة..."," The Butcher has a secret base, deep in the desert, from where he launches all his raids. They say no one who finds it comes back alive..."
"Comic4_20_01a "," الناس تقول كلام كثير..."," People say many things..."
"Comic4_20_01b "," قد قال لي رجل حكيم أنه ما على الله شي قوي. كل شي وارد."," A wise man once told me that nothing is impossible..."
"Comic4_20_02a "," ... إذا كان تخطيطك ممتاز."," ...if you have the right strategy."
"Comic4_20_02b "," أبو صقر، كفانا حروب..."," We're done fighting for survival, Abu Saqer..."
"Comic4_21 "," ... جا الوقت اللي أنتقم فيه من الجزار."," ...it's time I had revenge against the Butcher."
"Comic6_22 "," هذا انتهاك صارخ!"," This is an outrage!"
"Comic6_23_01a "," لقد هاجمت حصني، وأسرت رجالي، وسرقت أسلحتي!"," You attack my fort, capture my men, steal our weapons!"
"Comic6_23_01b "," فمن تظن نفسك؟!"," Who do you think you are!?"
"Comic6_23_02a "," أنت خنتنا."," You double-crossed us."
"Comic6_23_02b "," قلت إنك بتساعدنا ضد الجزار، لكنك طمعت."," You said you came to help us against the Butcher, but you got greedy."
"Comic6_23_03 "," والحين بتقول لي كل شي تعرفه عن الجزار وجيشه الأسود..."," Now you're going to tell me everything you know about The Butcher and his Black Army..."
"Comic6_23_04 "," ولا ما راح يحصل لك خير.."," ...or else."
"Comic6_24_01a "," ليس هناك داع للتهديد، فسنعقد صفقة جديدة. موقعه مقابل حياتي."," No need for threats- we'll make a new deal. His location in exchange for my life."
"Comic6_24_01b "," اقطع الصوت يا هالشايب! اهب يا وجهه!"," You're in no position to negotiate, old man."
"Comic6_24_01c "," وأنت أيها الشاب، هناك الكثير لتتعلمه عن الدنيا...حسناً"," And you, young man, have much to learn about the world...very well."
"Comic6_24_02 "," هنا...في قلب الربع الخالي."," Here. Deep in the heart of the Empty Quarter."
"Comic6_25_01 "," لا يوجد شي هناك إلا الموت!"," There's nothing there for you but death!"
"Comic6_25_02 "," وإذا كنت تعتقد أنك رأيت آخرنا فأنت مخطئ بكل تأكيد..."," And if you think you've seen the last of us, you're sorely mistaken..."
"Comic6_26a "," تصل سفننا إلى شواطئ الخليج كل يوم محضرة معها مزيدًا من الجنود والأسلحة، أكثر مما يمكنك تخيله!"," Our ships arrive by the day, bringing more soldiers and weapons than you can imagine!"
"Comic6_26b "," عما قريب، سنتحكم في كل تجارتكم ومصادركم - ولن يمكنكم إيقافنا!"," Soon we'll control all your trade and resources - you can't stop us!"
"Comic6_27_01 "," "," "
"Comic6_27_02 "," "," "
"Comic6_27_03 "," "," "
"Comic6_27_04 "," "," "
"Comic6_27_05 "," "," "
"Comic6_27_06 "," مازلت تفكر في الجنرال جورج؟"," Still thinking about the Colonel?"
"Comic6_28 "," ... إيه."," ...Yes."
"Comic6_29_01 "," كان ممكن يحذر الجزار بخصوص خطتنا... أنت سويت اللازم واللي عليك."," He might have warned The Butcher of our plans...you did what you had to do."
"Comic6_29_02 "," هاه؟ لا...ماهوب ذا اللي مشغلني.."," Hm? Oh, that isn't what I'm worried about..."
"Comic6_29_03a "," أجل؟"," It isn't?"
"Comic6_29_03b "," شي ثاني.."," No..."
"Comic6_29_04 "," "," "
"Comic6_30a "," قاعد أفكر باللي قاله.."," ...I was thinking about what he said."
"Comic6_30b "," أنا متأكد إن فيه مستعمرات ثانية تدعم الجزار..."," There are other Colonials supplying the Butcher, I'm sure of it..."
"Comic6_30c "," وهو ماهوب الخطر الوحيد بهالمنطقة. فيه قبايل ثانية بنفس الخطورة..."," And he isn't the only threat in these lands. There are other tribes just as dangerous..."
"Comic6_31_01a "," صادق. تهقى إننا ما راح نقواهم كلهم؟"," Of course you're right. Maybe we've taken on more than we can handle?"
"Comic6_31_01b "," لازم نتخلى عن فكرة الانتقام..."," Maybe it's best to lay vengeance aside..."
"Comic6_31_01c "," ما قطعنا كل هالمشوار عشان نوقف الحين يا أبو صقر."," I haven't come this far to stop now, Abu Saqer."
"Comic6_31_02a "," لا..."," No."
"Comic6_31_02b "," إذا عندهم حلفاء، فهذا معناه..."," If they have allies, all that means..."
"Comic6_32 "," ... إننا لازم ندور على حلفاء لنا..."," ...is that we must find allies of our own..."
"Comic9_33 "," رماد..."," Ashes..."
"Comic9_34_01 "," رماد..."," Ashes..."
"Comic9_34_02 "," هلا هلا ..."," Well what have we here?"
"Comic9_35_01 "," دمرت كل شيء..."," You destroyed everything..."
"Comic9_35_02a "," أشوف كاشخ للمناسبة"," My, my...you got all dressed up for the occasion."
"Comic9_35_02b "," أنا بس أبي أعرف مين اللي يتجرأ ويهاجم الجيش الأسود العظيم! من أنت؟"," I demand to know who would dare attack the great Black Army! What is your name?"
"Comic9_35_02c "," أنا؟ لا، أنا مالي أي دخل..."," Me? Oh, I'm not the one in charge here..."
"Comic9_36_01a "," ... هذا المسؤول"," ...he is."
"Comic9_36_01b "," أنت؟ نعنبو دارك عيال عيالي أكبر منك! من أنت ولده يا ورع؟"," You? I have grandchildren older than you!"
"Comic9_36_01c "," اسمي فارس"," My name is Faris."
"Comic9_36_02 "," ووش تبي هاجم علينا؟"," Why have you done this?"
"Comic9_36_03 "," وش أبي هاجم عليكم؟"," Why have I done this..?"
"Comic9_37_01a "," أنت ذبحت أهلي!"," You killed my family!"
"Comic9_37_01b "," أنا...أنا قتلت أهـ...؟"," I...I killed your...?"
"Comic9_37_01c "," انتظر. إيييييه...عرفتك. أنت الوليد الصغير اللي ترك قريته تحترق وهج مع الشيبه..."," Wait. Yes...I remember you. The young child who got away...and your guardian."
"Comic9_37_02 "," آه .. هه."," Ah heh."
"Comic9_37_03 "," آه .. هاها"," Ah haha."
"Comic9_37_04 "," هاهاهاهاهاهاهاهاه!"," AhahaHAHAHAHA!"
"Comic9_38 "," "," "
"Comic9_39a "," خلني أسألك.."," I wonder..."
"Comic9_39b "," كم جيش دمرت عشان تنتقم مني؟"," How many armies have you destroyed, in your quest to avenge your family?"
"Comic9_40_01 "," كم قرية نهبت؟"," How many villages have you ransacked?"
"Comic9_40_02a "," كم روح أخذت؟"," How many lives have you ruined?"
"Comic9_40_02b "," تحسب بيننا فرق؟ تحسب إنك أحسن مني؟"," You think you and I are different? That you're better than me?"
"Comic9_41_01 "," لا تسمع له ..."," Don't listen to him..."
"Comic9_41_02a "," من سنييييين، أنشأت هالجيش الأسود لنفس السبب: الانتقام..."," Years ago, I raised the Black Army for the same reason: revenge..."
"Comic9_41_02b "," الحين فهمت...صرت ذاك الوحش اللي كنت أكرهه"," Only now do I understand...I have become the monster I once hated."
"Comic9_42_01 "," تراه يحاول يربكك، عشان تشك في نفسك."," He is trying to confuse you, to make you doubt yourself."
"Comic9_42_02 "," لا تنخدع بكلامه وألاعبيه."," Don't give in to his manipulations."
"Comic9_43_01 "," فارس، أعرفك زين."," Faris, I know what kind of person you are."
"Comic9_43_02 "," شفتك تكبر من طفل عنده فضول وتطلّع ..."," I have seen you grow from a curious child..."
"Comic9_43_03 "," إلى شاب قوي وعنيد ..."," To a defiant and headstrong youth..."
"Comic9_43_04 "," واليوم أصبحت رجل واثق من نفسه وقائد الكل يحترمه."," To the proud and confident young leader you are today."
"Comic9_44a "," وبفضل حكمتك، القرية كبرت، وصار فيها مجتمع حيوي ومزدهر."," And with you, the VILLAGE has also grown, into a thriving and vibrant community."
"Comic9_44b "," وأصبح لنا حلفاء على مدى الجزيرة العربية..."," With allies from across the desert and beyond..."
"Comic9_45a "," أنا فخور بك يا فارس، ولا عمرك تنسى هالشي..."," I am proud of you, Faris. Never forget that..."
"Comic9_45b "," ولكن أنت الآن عندك اختيار صعب."," But you now face a hard choice."
"Comic9_46_01 "," والقرار قرارك."," A decision only you can make."
"Comic9_46_02 "," أما إن هذا المجرم يموت، بعدما كافحت عشان هاللحظة، ولا شك أنه يستحق هالعقاب.."," Whether this villain should die, as you've struggled and fought for, and as he no doubt deserves..."
"Comic9_46_03 "," أو إنك ترحمه وتتركه يعيش..."," Or whether you will show mercy and let him live, his own miserable existence being punishment enough..."
"Comic9_47a "," الخيار لك يا فارس، ولك أنت وحدك..."," The choice is yours, Faris, and yours alone..."
"Comic9_47b "," طيب، أنا أتخذت قراري ..."," Very well. I've made my decision..."
"Comic9_48_01 "," "," "
"Comic9_48_02a "," أنا ماني مثلك .... ما أقدر أسمح لواحد مثلك أن يعيش ويهدد الناس."," I am nothing like you... But I can't allow a monster like you to live and threaten others."
"Comic9_48_02b "," وراح أقضي حياتي أحارب أمثالك عشان أتأكد إنهم ما يسيطرون على قبائل الجزيرة وينشرون الرعب."," I will spend the rest of my life fighting to make sure that men like you never rule."
"Comic9_48_02c "," يالله أبو صقر..."," Come, Abu Saqer..."
"Comic9_48_03 "," ورانا شغل لازم نخلصه"," ...There is still much work to be done."
"Comic9_49_01a "," ستنزع عنه كل ممتلكاته..."," He will be stripped of all his possessions..."
"Comic9_49_01b "," لحظة! حرام عليك!"," Wait! What is this?"
"Comic9_49_01c "," لا!"," You can't do this!"
"Comic9_49_02a "," ونخليه لحالة في الربع الخالي..."," And set out alone into the Empty Quarter..."
"Comic9_49_02b "," لو نجا، بيكون من واحد وكسر خاطره تفضل عليه."," If he survives, it will only be because some passing soul took pity on him."
"Comic9_49_02c "," وإذا مات، فهو يستاهل هالمصير..."," If not, he will get what he deserves..."
"Comic9_49_03a "," طيب و حنا؟ وش بيصير علينا؟"," And what about us?"
"Comic9_49_03b "," فيه مثله وغيره كثير..."," Well... There are others like him..."
"Comic9_49_03c "," كثير من المستعمرين يفدون على سواحل الخليج ..."," More Colonials arriving all the time..."
"Comic9_49_03d "," وفيه قبائل معادية لنا وهم حولنا وفي كل مكان ..."," Hostile tribes all around..."
"Comic9_49_03e "," ...أنا متأكد إننا راح نلقى شي يشغلنا. ثق بي، هذي بس البداية..."," ...I'm sure we'll find something to keep us busy. Trust me - this is just the beginning..."
"ChatPanel_DefaultGlobalMessage "," مرحباً بكم في المحادثة العامة. يرجى إحترام الآخرين.",""
" السلوك العدائي غير مسموح."," Welcome to the global chat. Please be respectful and polite towards others.",""
"Offensive behavior is not tolerated.","",""
"Time_Ago "," منذ"," ago"
"BtnUpgrade "," الترقية"," Upgrade"
"BtnRebuild "," أعد بناء"," Rebuild"
"BtnBoost "," سرّع"," Boost"
"TextBoostLeft "," القوة الباقية:"," Boost left:"
"Tutorial_button_00 "," احضرهم!"," Bring it on!"
"Tutorial_button_01 "," إهجم!"," Attack!"
"FLAG_ABUDHABI_NAME "," علم أبو ظبي"," Abu Dhabi Flag"
"FLAG_BAHRAIN_NAME "," علم البحرين"," Bahrain Flag"
"FLAG_BAHRAIN2_NAME "," علم البحرين"," Bahrain Flag"
"FLAG_EGYPT_NAME "," علم مصر"," Egypt Flag"
"FLAG_FUJAIRAH_NAME "," علم الفجيرة"," Fujairah Flag"
"FLAG_HAIL_NAME "," علم حائل"," Ha'il Flag"
"FLAG_HEJAZ_NAME "," علم الحجاز"," Hejaz Flag"
"FLAG_JORDAN1_NAME "," علم الأردن"," Jordan Flag"
"FLAG_JORDAN2_NAME "," علم الأردن"," Jordan Flag"
"FLAG_KUWAIT1_NAME "," علم الكويت"," Kuwait Flag"
"FLAG_KUWAIT2_NAME "," علم الكويت"," Kuwait Flag"
"FLAG_OMAN_NAME "," علم عمان"," Oman Flag"
"FLAG_QATAR1_NAME "," علم قطر"," Qatar Flag"
"FLAG_QATAR2_NAME "," علم قطر"," Qatar Flag"
"FLAG_SAUDI1_NAME "," علم السعودية"," Saudi Flag"
"FLAG_SAUDI2_NAME "," علم السعودية"," Saudi Flag"
"FLAG_SAUDI3_NAME "," علم السعودية"," Saudi Flag"
"FLAG_SAUDI4_NAME "," علم السعودية"," Saudi Flag"
